stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,stop_url,location_type,wheelchair_boarding,zone_id,stop_timezone,platform_code,tts_stop_name
stop_2603280916_80828,建設町,53.070201,158.603492,,,,0,0,,,,
stop_2603280916_27515,火山研究所,53.069673,158.610004,,,,0,0,,,,
stop_2603280916_76068,州立図書館,53.065663,158.624385,,,,0,0,,,,
stop_2603280916_79695,カムチャツカ師範学院,53.061533,158.628919,,,,0,0,,,,
stop_2603280916_80663,印刷所,53.059552,158.634331,,,,0,0,,,,
stop_2603280916_38409,ゲオテルム株式会社,53.064117,158.640227,,,,0,0,,,,
stop_2603280916_51730,建材市場,53.063713,158.645759,,,,0,0,,,,
stop_2603280916_67916,ホリゾント・ノルド,53.060224,158.649939,,,,0,0,,,,
stop_2603280916_13796,コロレフ院士通り,53.054282,158.650112,,,,0,0,,,,
stop_2603280916_56233,ロドニチョク保育園,53.050019,158.658487,,,,0,0,,,,
stop_2603280916_11606,州政府庁,53.046385,158.662034,,,,0,0,,,,
stop_2603280916_20382,警察署,53.042163,158.661117,,,,0,0,,,,
stop_2603280916_13089,州立病院,53.039035,158.658593,,,,0,0,,,,
stop_2603280916_91139,コムソモール広場,53.036334,158.654988,,,,0,0,,,,
stop_2603280916_90780,スパルタクスタジアム,53.032565,158.643034,,,,0,0,,,,
stop_2603280916_73723,クルトゥチ湖,53.031844,158.638800,,,,0,0,,,,
stop_2603280916_42075,オゼルノフスカヤ砂州通り,53.028819,158.639908,,,,0,0,,,,
stop_2603280916_20580,劇場,53.022792,158.645259,,,,0,0,,,,
stop_2603280916_60259,艦隊通り,53.016718,158.648687,,,,0,0,,,,
stop_2603280916_19271,チュバロフ通り,53.069124,158.615603,,,,0,0,,,,
stop_2603280916_06722,デーツキー店,53.066682,158.630134,,,,0,0,,,,
stop_2603280916_50649,国境町,53.065780,158.635482,,,,0,0,,,,
stop_2603280916_18038,人形劇場,53.055418,158.657547,,,,0,0,,,,
stop_2603280916_46498,ズヴョーズドナヤ通り,53.054503,158.665154,,,,0,0,,,,
stop_2603280916_03918,BAMショッピングセンター,53.056720,158.674752,,,,0,0,,,,
stop_2603280916_21108,ツィオルコフスキー大通り,53.053183,158.678635,,,,0,0,,,,
stop_2603280916_80288,要望により停車,53.049031,158.679088,,,,0,0,,,,
stop_2603280916_87512,オランジェリー,53.045364,158.673627,,,,0,0,,,,
stop_2603280916_93989,ポルエキパージ,53.040778,158.677436,,,,0,0,,,,
stop_2603280916_17902,児童公園,53.036175,158.673247,,,,0,0,,,,
stop_2603280916_57792,市役所,53.009198,158.654116,,,,0,0,,,,
stop_2603280916_41948,シュチェドリン提督広場,53.006265,158.658038,,,,0,0,,,,
stop_2603280916_75967,クラスナヤ・ソプカ,52.998399,158.662013,,,,0,0,,,,
stop_2603280916_79316,第29中学校,52.997890,158.657541,,,,0,0,,,,
stop_2603280916_91154,リャビコフスカヤ通り,52.994686,158.656961,,,,0,0,,,,
stop_2603280916_12113,ベーリング記念カムチャツカ州立大学,53.036276,158.663304,,,,0,0,,,,
stop_2603280916_73498,リャビコフスカヤ通り,52.994613,158.657198,,,,0,0,,,,
stop_2603280916_59398,第29中学校,52.997656,158.658068,,,,0,0,,,,
stop_2603280916_17088,シュチェドリン提督広場,53.006015,158.658449,,,,0,0,,,,
stop_2603280916_42503,市役所,53.009986,158.653569,,,,0,0,,,,
stop_2603280916_79005,ソヴェツカヤ通り,53.016380,158.650253,,,,0,0,,,,
stop_2603280916_07038,第46リツェイ,53.020146,158.648798,,,,0,0,,,,
stop_2603280916_83440,劇場,53.024827,158.644053,,,,0,0,,,,
